LKPTAB_NAME,LKPTAB_FIELD_POSITION,LKPTAB_FIELD_NAME,LKPTAB_FIELD_DATATYPE,LKPTAB_FIELD_LENGTH,LKPTAB_FIELD_DESC,LKPTAB_KEY_IND,LKPTAB_MAINKEY_IND,CHKTAB_NAME,CHKTAB_FIELD_NAME,CHKTAB_KEY_IND,TXTTAB_NAME,TXTTAB_FIELD_NAME,TXTTAB_LANG_FIELD,TXTTAB_KEY_IND,DOMAIN,FLAG,CHK_TAB_CONDITIONS,TXT_TAB_CONDITIONS,STATUS,PACKAGE,COMMENTS,RELEASED_ON
LKP_1ST_STORE_UNIT_TYPE,1,LEGACY_STORAGE_UNIT_TYPE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_1ST_STORE_UNIT_TYPE,2,STORAGE_UNIT_TYPE,11,3,,X,X,T307,LETYP,X,T307T,LETYP,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_1ST_STORE_UNIT_TYPE,3,WAREHOUSE_NUMBER,11,3,,X,,T307,LGNUM,X,T307T,LGNUM,,X,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_1ST_STORE_UNIT_TYPE,4,STORAGE_UNIT_TYPE_TXT_GBL,11,20,,,,,,,T307T,LETYT,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_1ST_STORE_UNIT_TYPE,5,STORAGE_UNIT_TYPE_TXT_LCL,11,20,,,,,,,T307T,LETYT,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_1ST_STORE_UNIT_TYPE,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ABC_INDICATOR,1,LEGACY_ABC_INDICATOR,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ABC_INDICATOR,2,ABC_INDICATOR,11,1,,X,X,TMABC,MAABC,X,TMABCT,MAABC,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ABC_INDICATOR,3,ABC_INDICATOR_TXT_GBL,11,30,,,,,,,TMABCT,TMABC,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ABC_INDICATOR,4,ABC_INDICATOR_TXT_LCL,11,30,,,,,,,TMABCT,TMABC,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ABC_INDICATOR,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ABC_INDIC_TECH_OBJ,1,LEGACY_ABC_INDIC,,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.09.06 12:26:48
LKP_ABC_INDIC_TECH_OBJ,2,ABC_INDIC,,1,ABC indicator for technical object,X,X,T370C,ABCKZ,X,T370C_T,ABCKZ,,X,,K01,,,R,ERP,,2010.09.06 12:26:48
LKP_ABC_INDIC_TECH_OBJ,3,ABC_INDIC_TXT_GBL,,20,,,,,,,T370C_T,ABCTX,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.09.06 12:26:48
LKP_ABC_INDIC_TECH_OBJ,4,ABC_INDIC_TXT_LCL,,20,,,,,,,T370C_T,ABCTX,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.09.06 12:26:48
LKP_ABC_INDIC_TECH_OBJ,5,DI_TIMESTAMP,,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.09.06 12:26:48
LKP_ACADEMIC_TITLE,1,LEGACY_ACADEMIC_TITLE_KEY,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2014.11.10 16:01:35
LKP_ACADEMIC_TITLE,2,ACADEMIC_TITLE_KEY,11,4,Academic Title: Key,X,X,TSAD2,TITLE_KEY,X,TSAD2T,TITLE_KEY,,X,,K01,,,R,ERP,,2014.11.10 16:01:35
LKP_ACADEMIC_TITLE,3,ACADEMIC_TITLE_KEY_TXT_GBL,11,40,,,,,,,TSAD2T,TITLE_DSCR,LANGU,,,TEXT_GLOBAL,,,R,ERP,,2014.11.10 16:01:35
LKP_ACADEMIC_TITLE,4,ACADEMIC_TITLE_KEY_TXT_LCL,11,40,,,,,,,TSAD2T,TITLE_DSCR,LANGU,,,TEXT_LOCAL,,,R,ERP,,2014.11.10 16:01:35
LKP_ACADEMIC_TITLE,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2014.11.10 16:01:35
LKP_ACCOUNTING_CLERKS,1,LEGACY_ACCOUNTING_CLERKS,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNTING_CLERKS,2,COMPANY_CODE,11,4,,X,,T001S,BUKRS,X,,,,,,K01,,,R,ERP,noTXTTAB_KEY_IND,2010.08.01 12:00:00
LKP_ACCOUNTING_CLERKS,3,ACCOUNTING_CLERKS,11,2,,X,X,T001S,BUSAB,X,,,,,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNTING_CLERKS,4,ACCTG_CLERK,11,30,,,,T001S,SNAME,,,,,,,K03,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNTING_CLERKS,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNTING_INDICATORS,1,LEGACY_ACCOUNTING_INDICATOR,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNTING_INDICATORS,2,ACCOUNTING_INDICATOR,11,2,,X,X,TBMOT,BEMOT,X,TBMOTX,BEMOT,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNTING_INDICATORS,3,ACCOUNTING_INDICATOR_TXT_GBL,11,25,,,,,,,TBMOTX,BEMOT_TXT,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNTING_INDICATORS,4,ACCOUNTING_INDICATOR_TXT_LCL,11,25,,,,,,,TBMOTX,BEMOT_TXT,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNTING_INDICATORS,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNT_ASSIGNMENT_GROUP,1,LEGACY_ACCTASSGGR,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNT_ASSIGNMENT_GROUP,2,ACCTASSGGR,11,2,,X,X,TVKT,KTGRD,X,TVKTT,KTGRD,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNT_ASSIGNMENT_GROUP,3,ACCTASSGGR_TXT_GBL,11,20,,,,,,,TVKTT,VTEXT,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNT_ASSIGNMENT_GROUP,4,ACCTASSGGR_TXT_LCL,11,20,,,,,,,TVKTT,VTEXT,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCOUNT_ASSIGNMENT_GROUP,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASGNMT_GRP_MATERIAL,1,LEGACY_ACCT_ASGNMT_GRP,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASGNMT_GRP_MATERIAL,2,ACCT_ASGNMT_GRP,11,2,,X,X,TVKM,KTGRM,X,TVKMT,KTGRM,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASGNMT_GRP_MATERIAL,3,ACCT_ASGNMT_GRP_TXT_GBL,11,20,,,,,,,TVKMT,VTEXT,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASGNMT_GRP_MATERIAL,4,ACCT_ASGNMT_GRP_TXT_LCL,11,20,,,,,,,TVKMT,VTEXT,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASGNMT_GRP_MATERIAL,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASSGT_CATEGORIES,1,LEGACY_ACCT_ASSGT_CAT,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASSGT_CATEGORIES,2,ACCT_ASSGT_CAT,11,1,,X,X,T163K,KNTTP,X,T163I,KNTTP,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASSGT_CATEGORIES,3,ACCT_ASSGT_CAT_TXT_GBL,11,20,,,,,,,T163I,KNTTX,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASSGT_CATEGORIES,4,ACCT_ASSGT_CAT_TXT_LCL,11,20,,,,,,,T163I,KNTTX,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACCT_ASSGT_CATEGORIES,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTION_CONTROL,1,LEGACY_ACTION_CONTROL,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTION_CONTROL,2,ACTION_CONTROL,11,2,,X,X,T46AC,MDACH,X,,,,,,K01,,,R,ERP,noTXTTAB_KEY_IND,2010.08.01 12:00:00
LKP_ACTION_CONTROL,3,ACTION_PLNDORD,11,4,,X,,T46AC,ACCFM,X,,,,,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTION_CONTROL,4,FOLL_UP_ACTION,11,4,,X,,T46AC,ACCTO,X,,,,,,K03,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTION_CONTROL,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_GROSS_INCOME,1,LEGACY_ACTIVITY_CODE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_GROSS_INCOME,2,COUNTRY_KEY,11,3,,X,,J_1AGICD,LAND1,X,J_1AGICDU,LAND1,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_GROSS_INCOME,3,ACTIVITY_CODE,11,2,,X,X,J_1AGICD,J_1AGICD,X,J_1AGICDU,J_1AGICD,,X,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_GROSS_INCOME,4,ACTIVITY_CODE_TXT_GBL,11,30,,,,,,,J_1AGICDU,TEXT,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_GROSS_INCOME,5,ACTIVITY_CODE_TXT_LCL,11,30,,,,,,,J_1AGICDU,TEXT,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_GROSS_INCOME,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_SOC_INS,1,LEGACY_SOC_INS_CODE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_SOC_INS,2,SOC_INS_CODE,11,3,,X,X,J_1AACT,J_1AACT,X,J_1AACTT,J_1AACT,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_SOC_INS,3,SOC_INS_CODE_TXT_GBL,11,30,,,,,,,J_1AACTT,TEXT30,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_SOC_INS,4,SOC_INS_CODE_TXT_LCL,11,30,,,,,,,J_1AACTT,TEXT30,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_CODE_SOC_INS,5,DI_TIMESTAMP,11,4,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_PROFILE,1,LEGACY_ACTIVITY_PROFILE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_PROFILE,2,ACTIVITY_PROFILE,11,4,,X,X,WRFT_ACT_PROF,ACT_PROF,X,WRFT_ACT_PROFT,ACT_PROF,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_PROFILE,3,ACTIVITY_PROFILE_TXT_GBL,11,40,,,,,,,WRFT_ACT_PROFT,ACT_PROF_TXT,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_PROFILE,4,ACTIVITY_PROFILE_TXT_LCL,11,40,,,,,,,WRFT_ACT_PROFT,ACT_PROF_TXT,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_PROFILE,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_TYPE,1,LEGACY_ACTIVITY_TYPE,201,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_TYPE,2,ACTIVITY_TYPE,201,6,,X,X,CSLA,LSTAR,X,CSLT,LSTAR,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_TYPE,3,CONTROLLING_AREA,201,4,,X,,CSLA,KOKRS,X,CSLT,KOKRS,,X,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_TYPE,4,VALID_TO_DATE,201,8,,X,,CSLA,DATBI,X,CSLT,DATBI,,X,,K03,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_TYPE,5,ACTIVITY_TYPE_TXT_GBL,201,40,,,,,,,CSLT,LTEXT,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_TYPE,6,ACTIVITY_TYPE_TXT_LCL,201,40,,,,,,,CSLT,LTEXT,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ACTIVITY_TYPE,7,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ADDRESS,1,LEGACY_ADDRESS,,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.09.29 09:41:50
LKP_ADDRESS,2,ADDRESS,,10,Address,X,X,SADRP,ADRNR,X,,,,,,K01,,,R,ERP,,2010.09.29 09:41:50
LKP_ADDRESS,3,INT_ADDR_VERS,,1,International address version ID,X,,SADRP,NATIO,X,,,,,,K02,,,R,ERP,,2010.09.29 09:41:50
LKP_ADDRESS,4,DI_TIMESTAMP,,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.09.29 09:41:50
LKP_ADDRESS_VERSION,1,LEGACY_ADDRESS_NUMBER,,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.09.06 12:26:48
LKP_ADDRESS_VERSION,2,ADDRESS_NUMBER,,10,Address number,X,X,ADRC,ADDRNUMBER,X,ADRCT,ADDRNUMBER,,X,,K01,,,R,ERP,,2010.09.06 12:26:48
LKP_ADDRESS_VERSION,3,FROM_,,8,Valid-from date - in current Release only 00010101 possible,X,,ADRC,DATE_FROM,X,ADRCT,DATE_FROM,,X,,K02,,,R,ERP,,2010.09.06 12:26:48
LKP_ADDRESS_VERSION,4,ADDRESS_VERSION,,1,International address version ID,X,,ADRC,NATION,X,ADRCT,NATION,,X,,K03,,,R,ERP,,2010.09.06 12:26:48
LKP_ADDRESS_VERSION,5,ADDRESS_NUMBER_TXT_GBL,,50,,,,,,,ADRCT,REMARK,LANGU,,,TEXT_GLOBAL,,,R,ERP,,2010.09.06 12:26:48
LKP_ADDRESS_VERSION,6,ADDRESS_NUMBER_TXT_LCL,,50,,,,,,,ADRCT,REMARK,LANGU,,,TEXT_LOCAL,,,R,ERP,,2010.09.06 12:26:48
LKP_ADDRESS_VERSION,7,DI_TIMESTAMP,,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.09.06 12:26:48
LKP_ADMINISTRATORS,1,LEGACY_ADMINISTRATOR,201,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ADMINISTRATORS,2,ADMINISTRATOR,201,3,,X,X,T526,SACHX,X,,,,,,K01,,,R,ERP,noTXTTAB_KEY_IND,2010.08.01 12:00:00
LKP_ADMINISTRATORS,3,ADMINISTRATOR_GROUP,201,4,,X,,T526,WERKS,X,,,,,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ADMINISTRATORS,4,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_AGREEMENTS,1,LEGACY_AGREEMENT,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_AGREEMENTS,2,AGREEMENT,11,10,,X,X,KONA,KNUMA,X,,,,,,K01,,,R,ERP,noTXTTAB_KEY_IND,2010.08.01 12:00:00
LKP_AGREEMENTS,3,EXTERNAL_AGREEMENT,11,20,,,,KONA,ABREX,,,,,,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_AGREEMENTS,4,AGREEMENT_DESCRIPTION,11,40,,,,KONA,BOTEXT,,,,,,,K03,,,R,ERP,,2010.08.01 12:00:00
LKP_AGREEMENTS,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ALLOCATION_COST_ELEMENT,1,LEGACY_COST_ELEMENT,201,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ALLOCATION_COST_ELEMENT,2,COST_ELEMENT,201,10,,X,X,CSKB,KSTAR,X,CSKU,KSTAR,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ALLOCATION_COST_ELEMENT,3,CONTROLLING_AREA,201,4,,X,,CSKB,KOKRS,X,,,,,,K02,( KOKRS in ( 'G_ControllingArea' ) ),,R,ERP,,2010.08.01 12:00:00
LKP_ALLOCATION_COST_ELEMENT,4,VALID_TO_DATE,201,8,,X,,CSKB,DATBI,X,,,,,,K03,,,R,ERP,,2010.08.01 12:00:00
LKP_ALLOCATION_COST_ELEMENT,5,COST_ELEMENT_TXT_GBL,201,40,,,,,,,CSKU,LTEXT,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ALLOCATION_COST_ELEMENT,6,COST_ELEMENT_TXT_LCL,201,40,,,,,,,CSKU,LTEXT,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ALLOCATION_COST_ELEMENT,7,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_APPLICATION,1,LEGACY_APPLICATION,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_APPLICATION,2,APPLICATION,11,4,,X,X,TC04,CAPID,X,TC04T,CAPID,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_APPLICATION,3,APPLICATION_TXT_GBL,11,40,,,,,,,TC04T,KTEXT,SPRSL,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_APPLICATION,4,APPLICATION_TXT_LCL,11,40,,,,,,,TC04T,KTEXT,SPRSL,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_APPLICATION,5,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_AR_PLEDGING_IND,1,LEGACY_AR_PLEDGING_IND,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_AR_PLEDGING_IND,2,COMPANY,11,4,,X,,TCESSION,COMPANY,X,TCESSIONT,COMPANY,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_AR_PLEDGING_IND,3,AR_PLEDGING_IND,11,2,,X,X,TCESSION,CESSION_KZ,X,TCESSIONT,CESSION_KZ,,X,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_AR_PLEDGING_IND,4,AR_PLEDGING_IND_TXT_GBL,11,60,,,,,,,TCESSIONT,CESSION_TEXT,LANGU,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_AR_PLEDGING_IND,5,AR_PLEDGING_IND_TXT_LCL,11,60,,,,,,,TCESSIONT,CESSION_TEXT,LANGU,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_AR_PLEDGING_IND,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSET_CLASS,1,LEGACY_ASSET_CLASS,,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2011.01.25 17:32:58
LKP_ASSET_CLASS,2,ASSET_CLASS,,8,Asset Class,X,X,ANKA,ANLKL,X,ANKT,ANLKL,,X,,K01,,,R,ERP,,2011.01.25 17:32:58
LKP_ASSET_CLASS,3,ASSET_CLASS_TXT_GBL,,40,,,,,,,ANKT,TXK20,SPRAS,,,TEXT_GLOBAL,,,R,ERP,,2011.01.25 17:32:58
LKP_ASSET_CLASS,4,ASSET_CLASS_TXT_LCL,,40,,,,,,,ANKT,TXK20,SPRAS,,,TEXT_LOCAL,,,R,ERP,,2011.01.25 17:32:58
LKP_ASSET_CLASS,5,DI_TIMESTAMP,,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2011.01.25 17:32:58
LKP_ASSET_MASTER_REC_SEGMENT,1,LEGACY_MAIN_ASSET_NUMBER,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSET_MASTER_REC_SEGMENT,2,COMPANY_CODE,11,4,,X,,ANLA,BUKRS,X,ANLA,BUKRS,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSET_MASTER_REC_SEGMENT,3,MAIN_ASSET_NUMBER,11,12,,X,X,ANLA,ANLN1,X,ANLA,ANLN1,,X,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSET_MASTER_REC_SEGMENT,4,ASSET_SUBNUMBER,11,4,,X,,ANLA,ANLN2,X,ANLA,ANLN2,,X,,K03,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSET_MASTER_REC_SEGMENT,5,MAIN_ASSET_NUMBER_TXT_GBL,11,50,,,,,,,ANLA,TXT50,,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSET_MASTER_REC_SEGMENT,6,MAIN_ASSET_NUMBER_TXT_LCL,11,50,,,,,,,ANLA,TXT50,,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSET_MASTER_REC_SEGMENT,7,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TABLE,1,LEGACY_ASSIGNMENT,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TABLE,2,ASSIGNMENT,11,3,,X,X,TSC0D,SCZUO,X,TSC0E,SCZUO,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TABLE,3,STRUCTURE_TYPE,11,1,,X,,TSC0D,SCTYP,X,,,,,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TABLE,4,STRUCTURE,11,2,,X,,TSC0D,SCNAM,X,,,,,,K03,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TABLE,5,ASSIGNMENT_TXT_GBL,11,30,,,,,,,TSC0E,ZTEXT,LANGU,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TABLE,6,ASSIGNMENT_TXT_LCL,11,30,,,,,,,TSC0E,ZTEXT,LANGU,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TABLE,7,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TEST_GROUP,1,LEGACY_ASSIGNMENT_TEST_GROUP,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TEST_GROUP,2,COMPANY_CODE,11,4,,X,,WRF_ASSIGN_GRP,BUKRS,X,WRF_ASSIGN_GRP,BUKRS,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TEST_GROUP,3,ASSIGNMENT_TEST_GROUP,11,4,,X,X,WRF_ASSIGN_GRP,ASSIGN_GROUP,X,WRF_ASSIGN_GRP,ASSIGN_GROUP,,X,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TEST_GROUP,4,ASSIGNMENT_TEST_GROUP_TXT_GBL,11,40,,,,,,,WRF_ASSIGN_GRP,ASSIGN_GROUP,,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TEST_GROUP,5,ASSIGNMENT_TEST_GROUP_TXT_LCL,11,40,,,,,,,WRF_ASSIGN_GRP,ASSIGN_GROUP,,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGNMENT_TEST_GROUP,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGN_GROUP_CODE,1,LEGACY_GROUP_CODE,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGN_GROUP_CODE,2,GROUP_CODE,11,8,,X,X,QPGR,CODEGRUPPE,X,QPGT,CODEGRUPPE,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGN_GROUP_CODE,3,CATALOG,11,1,,X,,QPGR,KATALOGART,X,QPGT,KATALOGART,,X,,K02,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGN_GROUP_CODE,4,GROUP_CODE_TXT_GBL,11,40,,,,,,,QPGT,KURZTEXT,SPRACHE,,,TEXT_GLOBAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGN_GROUP_CODE,5,GROUP_CODE_TXT_LCL,11,40,,,,,,,QPGT,KURZTEXT,SPRACHE,,,TEXT_LOCAL,,,R,ERP,,2010.08.01 12:00:00
LKP_ASSIGN_GROUP_CODE,6,DI_TIMESTAMP,16,24,,,,,,,,,,,,TIMESTAMP,,,R,ERP,,2010.08.01 12:00:00
LKP_ATTRIBUTE_1,1,LEGACY_ATTRIBUTE_1,11,255,,X,,,,,,,,,,K_LEGACY,,,R,ERP,,2010.08.01 12:00:00
LKP_ATTRIBUTE_1,2,ATTRIBUTE_1,11,2,,X,X,TVK1,KATR1,X,TVK1T,KATR1,,X,,K01,,,R,ERP,,2010.08.01 12:00:00
