LEGACY_REGION	REGION	COUNTRY	REGION_TXT_GBL	REGION_TXT_LCL	DI_TIMESTAMP										
BA	BA	GW	Bafatá	Bafata	2018.06.19 05:33:47										
BA	BA	GY	Barima-Waini	Barima-Waini	2018.06.19 05:33:47										
BA	BA	HU	Baranya	Baranya	2018.06.19 05:33:47										
BA	BA	ID	Bali	Bali	2018.06.19 05:33:47										
BA	BA	IQ	Basra	Basra	2018.06.19 05:33:47										
BA	BA	IT	Bari	Bari	2018.06.19 05:33:47										
BA	BA	JO	Balqa	Al-Balqa	2018.06.19 05:33:47										
BA	BA	LB	Beirut	Beirut	2018.06.19 05:33:47										
BA	BA	LY	Benghazi	Bengasi	2018.06.19 05:33:47										
BA	BA	MD	Bălţi	Balti	2018.06.19 05:33:47										
BA	BA	NG	Bauchi	Bauchi	2018.06.19 05:33:47										
BA	BA	PK	Balochistan	Belutschistan	2018.06.19 05:33:47										
BA	BA	TD	Batha	Batha	2018.06.19 05:33:47										
BA	BA	TL	Baucau	Baucau	2018.06.19 05:33:47										
BA	BA	YE	Al Bayda	Al Bayda	2018.06.19 05:33:47										
BAL	BAL	AF	Balkh	Balkh	2018.06.19 05:33:47										
BAL	BAL	BF	Balé	Bale	2018.06.19 05:33:47										
BAM	BAM	AF	Bamyan	Bamyan	2018.06.19 05:33:47										
BAM	BAM	BF	Bam	Bam	2018.06.19 05:33:47										
BAN	BAN	BF	Banwa	Banwa	2018.06.19 05:33:47										
BAS	BAS	GB	Bath and North East	Bath and North East	2018.06.19 05:33:47										
BAY	BAY	KZ	Baikonur	Baikonur	2018.06.19 05:33:47										
BAZ	BAZ	BF	Bazèga	Bazega	2018.06.19 05:33:47										
BB	BB	BI	Bubanza	Bubanza	2018.06.19 05:33:47										
BB	BB	CF	Bamingui-Bangoran	Bamingui-Bangoran	2018.06.19 05:33:47										
BB	BB	DE	Brandenburg	Brandenburg	2018.06.19 05:33:47										
BB	BB	ID	Bangka–Belitung Isl.	Bangka-Belitung	2018.06.19 05:33:47										
BB	BB	IQ	Babil	Babil	2018.06.19 05:33:47										
BBD	BBD	GB	Blackburn with Darwe	Blackburn with Darwe	2018.06.19 05:33:47										
BC	BC	CA	British Columbia	British Columbia	2018.06.19 05:33:47										
BC	BC	CD	Kongo Central	Kongo Central	2018.06.19 05:33:47										
BC	BC	HU	Bekescsaba	Bekescsaba	2018.06.19 05:33:47										
BC	BC	RO	Bacau	Bacau	2018.06.19 05:33:47										
BCN	BCN	MX	Baja California	Baja California	2018.06.19 05:33:47										
BCS	BCS	MX	Baja California S	Baja California S	2018.06.19 05:33:47										
BD	BD	MD	Bender [Tighina]	Bender [Tighina]	2018.06.19 05:33:47										
BD	BD	SE	Norrbotten County	Norrbottens Län	2018.06.19 05:33:47										
BDF	BDF	GB	Bedford	Bedford	2018.06.19 05:33:47										
BDG	BDG	AF	Badghis	Badghis	2018.06.19 05:33:47										
BDG	BDG	GB	Barking and Dagenham	Barking und Dagenham	2018.06.19 05:33:47										
BDS	BDS	AF	Badakhshan	Badachschan	2018.06.19 05:33:47										
BE	BE	BN	Belait	Belait	2018.06.19 05:33:47										
BE	BE	CH	Bern	Bern	2018.06.19 05:33:47										
BE	BE	DE	Berlin	Berlin	2018.06.19 05:33:47										
BE	BE	ET	Benshangul-Gumaz	Benishangul-Gumuz	2018.06.19 05:33:47										
BE	BE	HU	Bekes	Bekes	2018.06.19 05:33:47										
BE	BE	ID	Bengkulu	Bengkulu	2018.06.19 05:33:47										
BE	BE	NG	Benue	Benue	2018.06.19 05:33:47										
BEN	BEN	GB	Brent	Brent	2018.06.19 05:33:47										
BEX	BEX	GB	Bexley	Bexley	2018.06.19 05:33:47										
BFS	BFS	GB	Belfast	Belfast	2018.06.19 05:33:47										
BG	BG	IQ	Baghdad	Bagdad	2018.06.19 05:33:47										
BG	BG	IT	Bergamo	Bergamo	2018.06.19 05:33:47										
BG	BG	LR	Bong	Bong County	2018.06.19 05:33:47										
BG	BG	TD	Bahr el Ghazal	Bahr al-Ghazal	2018.06.19 05:33:47										
BGE	BGE	GB	Bridgend	Bridgend	2018.06.19 05:33:47										
BGF	BGF	CF	Bangui	Bangui	2018.06.19 05:33:47										
BGL	BGL	AF	Baglan	Baglan	2018.06.19 05:33:47										
BGO	BGO	AO	Bengo	Bengo	2018.06.19 05:33:47										
BGR	BGR	BF	Bougouriba	Bougouriba	2018.06.19 05:33:47										
BGU	BGU	AO	Benguela	Benguela	2018.06.19 05:33:47										
BGW	BGW	GB	Blaenau Gwent	Blaenau Gwent	2018.06.19 05:33:47										
BH	BH	EG	Beheira	Beheira	2018.06.19 05:33:47										
BH	BH	LB	Baalbek-Hermel	Baalbek-Hermel	2018.06.19 05:33:47										
BH	BH	RO	Bihor	Bihor	2018.06.19 05:33:47										
BI	BI	BS	Bimini	Bimini	2018.06.19 05:33:47										
BI	BI	CL	Bio-Bio	Bio-Bio	2018.06.19 05:33:47										
BI	BI	IT	Biella	Biella	2018.06.19 05:33:47										
BI	BI	LB	Béqaa	Beqaa	2018.06.19 05:33:47										
BIE	BIE	AO	Bié	Bie	2018.06.19 05:33:47										
BIR	BIR	GB	Birmingham	Birmingham	2018.06.19 05:33:47										
BJ	BJ	CN	Beijing	Beijing	2018.06.19 05:33:47										
BJ	BJ	OM	Al Batinah South	Al Batinah Süd	2018.06.19 05:33:47										
BK	BK	CF	Basse-Kotto	Basse-Kotto	2018.06.19 05:33:47										
BK	BK	HU	Bacs-Kiskun	Bacs-Kiskun	2018.06.19 05:33:47										
BK	BK	LA	Bokèo	Bokeo	2018.06.19 05:33:47										
BK	BK	SO	Bakool	Bakool	2018.06.19 05:33:47										
BK0	BK0	ML	Bamako	Bamako	2018.06.19 05:33:47										
BKM	BKM	GB	Buckinghamshire	Buckinghamshire	2018.06.19 05:33:47										
BL	BL	BI	Bujumbura Rural	Bujumbura Rural	2018.06.19 05:33:47										
BL	BL	CH	Basel Land	Basel Land	2018.06.19 05:33:47										
BL	BL	GW	Bolama	Bolama	2018.06.19 05:33:47										
BL	BL	IT	Belluno	Belluno	2018.06.19 05:33:47										
BL	BL	LA	Bolikhamxai	Bolikhamsai	2018.06.19 05:33:47										
BL	BL	MU	Black River	Black River	2018.06.19 05:33:47										
BLG	BLG	BF	Boulgou	Boulgou	2018.06.19 05:33:47										
BLK	BLK	BF	Boulkiemdé	Boulkiemde	2018.06.19 05:33:47										
BM	BM	BI	Bujumbura Mairie	Bujumbura Mairie	2018.06.19 05:33:47										
BM	BM	BN	Brunei-Muara	Brunei-Muara	2018.06.19 05:33:47										
BM	BM	GW	Biombo	Biombo	2018.06.19 05:33:47										
BM	BM	LR	Bomi	Bomi County	2018.06.19 05:33:47										
BMH	BMH	GB	Bournemouth	Bournemouth	2018.06.19 05:33:47										
BN	BN	GQ	Bioko Norte	Bioko Norte	2018.06.19 05:33:47										
BN	BN	IT	Benevento	Benevento	2018.06.19 05:33:47										
BN	BN	RO	Bistrita-Nasaud	Bistrita-Nasaud	2018.06.19 05:33:47										
BN	BN	SO	Banaadir	Banaadir	2018.06.19 05:33:47										
BN	BN	SS	Northern Bahr Ghazal	Nord-Bahr-al-Ghazal	2018.06.19 05:33:47										
BNE	BNE	GB	Barnet	Barnet	2018.06.19 05:33:47										
BNH	BNH	GB	Brighton and Hove	Brighton and Hove	2018.06.19 05:33:47										
BNS	BNS	EG	Beni Suef	Bani Suwaif	2018.06.19 05:33:47										
BNS	BNS	GB	Barnsley	Barnsley	2018.06.19 05:33:47										
BO	BO	BJ	Borgou	Borgou	2018.06.19 05:33:47										
BO	BO	BQ	Bonaire	Bonaire	2018.06.19 05:33:47										
BO	BO	IT	Bologna	Bologna	2018.06.19 05:33:47										
BO	BO	NG	Borno	Borno	2018.06.19 05:33:47										
BO	BO	NI	Boaco	Boaco	2018.06.19 05:33:47										
BO	BO	TD	Borkou	Borkou	2018.06.19 05:33:47										
BO	BO	TL	Bobonaro	Bobonaro	2018.06.19 05:33:47										
BOL	BOL	GB	Bolton	Bolton	2018.06.19 05:33:47										
BOP	BOP	NZ	Bay of Plenty	Bay of Plenty	2018.06.19 05:33:47										
BP	BP	BS	Black Point	Black Point	2018.06.19 05:33:47										
BPL	BPL	GB	Blackpool	Blackpool	2018.06.19 05:33:47										
BR	BR	BI	Bururi	Bururi	2018.06.19 05:33:47										
BR	BR	BY	Brest Region	Region Brest	2018.06.19 05:33:47										
BR	BR	CV	Brava	Brava	2018.06.19 05:33:47										
BR	BR	IN	Bihar	Bihar	2018.06.19 05:33:47										
BR	BR	IT	Brindisi	Brindisi	2018.06.19 05:33:47										
BR	BR	MD	Briceni	Briceni	2018.06.19 05:33:47										
BR	BR	MU	Beau BassinRose Hill	Beau BassinRose Hill	2018.06.19 05:33:47										
BR	BR	RO	Braila	Braila	2018.06.19 05:33:47										
BR	BR	SO	Bari	Bari	2018.06.19 05:33:47										
BR	BR	SR	Brokopondo	Brokopondo	2018.06.19 05:33:47										
BRC	BRC	GB	Bracknell Forest	Bracknell Forest	2018.06.19 05:33:47										
BRD	BRD	GB	Bradford	Bradford	2018.06.19 05:33:47										
BRU	BRU	BE	Brussels-Capital Reg	Rg. Brüssel-Hauptst.	2018.06.19 05:33:47										
BRY	BRY	GB	Bromley	Bromley	2018.06.19 05:33:47										
BS	BS	CH	Basel Stadt	Basel Stadt	2018.06.19 05:33:47										
BS	BS	CI	Bas-Sassandra	Bas-Sassandra	2018.06.19 05:33:47										
BS	BS	GQ	Bioko Sur	Bioko Sur	2018.06.19 05:33:47										
BS	BS	GW	Bissau	Bissau	2018.06.19 05:33:47										
BS	BS	IT	Brescia	Brescia	2018.06.19 05:33:47										
BS	BS	MD	Basarabeasca	Basarabeasca	2018.06.19 05:33:47										
BS	BS	OM	Al Batinah North	Al Batinah Nord	2018.06.19 05:33:47										
BST	BST	GB	Bristol, City of	Bristol	2018.06.19 05:33:47										
BT	BT	ID	Banten	Banten	2018.06.19 05:33:47										
BT	BT	IT	Barletta-Andria-Tr.	Barletta-Andria-Tr.	2018.06.19 05:33:47										
BT	BT	RO	Botosani	Botosani	2018.06.19 05:33:47										
BTH	BTH	PS	Bethlehem	Bethlehem	2018.06.19 05:33:47										
BU	BU	CD	Bas-Uélé	Bas-Uele	2018.06.19 05:33:47										
BU	BU	HU	Budapest	Budapest	2018.06.19 05:33:47										
BU	BU	LY	Butnan	Butnan	2018.06.19 05:33:47										
BU	BU	OM	Al Buraimi	Al Buraimi	2018.06.19 05:33:47										
BU	BU	UZ	Buxoro	Buxoro	2018.06.19 05:33:47										
BU	BU	ZW	Bulawayo	Bulawayo	2018.06.19 05:33:47										
BUR	BUR	GB	Bury	Bury	2018.06.19 05:33:47										
BV	BV	CV	Boa Vista	Boa Vista	2018.06.19 05:33:47										
BV	BV	GT	Baja Verapaz	Baja Verapaz	2018.06.19 05:33:47										
BV	BV	RO	Brasov	Brasov	2018.06.19 05:33:47										
BW	BW	DE	Baden-Wurttemberg	Baden-Württemberg	2018.06.19 05:33:47										
BW	BW	SS	Western Bahr Ghazal	West-Bahr-al-Ghazal	2018.06.19 05:33:47										
BY	BY	BS	Berry Islands	Berry Islands	2018.06.19 05:33:47										
BY	BY	DE	Bavaria	Bayern	2018.06.19 05:33:47										
BY	BY	NG	Bayelsa	Bayelsa	2018.06.19 05:33:47										
BY	BY	SO	Bay	Bay	2018.06.19 05:33:47										
BZ	BZ	BZ	Belize	Belize	2018.06.19 05:33:47										
BZ	BZ	HU	Borsod-Abauj-Zemplen	Borsod-Abauj-Zemplen	2018.06.19 05:33:47										
BZ	BZ	IT	Bolzano	Bolzano	2018.06.19 05:33:47										
BZ	BZ	RO	Buzau	Buzau	2018.06.19 05:33:47										
BZV	BZV	CG	Brazzaville	Brazzaville	2018.06.19 05:33:47										
C	C	BO	Cochabamba	Cochabamba	2018.06.19 05:33:47										
C	C	CR	Cartago	Cartago	2018.06.19 05:33:47										
C	C	EC	Carchi	Carchi	2018.06.19 05:33:47										
C	C	EG	Cairo	Kairo	2018.06.19 05:33:47										
C	C	FJ	Central	Central	2018.06.19 05:33:47										
C	C	GN	Conakry	Conakry	2018.06.19 05:33:47										
C	C	GR	Dytikí Makedonía	Westmazedonien	2018.06.19 05:33:47										
C	C	KG	Chuy	Chuy	2018.06.19 05:33:47										
C	C	LS	Leribe	Leribe	2018.06.19 05:33:47										
C	C	MW	Central Region	Central Region	2018.06.19 05:33:47										
C	C	SE	Uppsala County	Uppsala Län	2018.06.19 05:33:47										
C	C	TG	Centrale	Centrale	2018.06.19 05:33:47										
C	C	UG	Central	Central	2018.06.19 05:33:47										
C	C	VE	Apure	Apure	2018.06.19 05:33:47										
CA	CA	BI	Cankuzo	Cankuzo	2018.06.19 05:33:47										
CA	CA	CV	Santa Catarina	Santa Catarina	2018.06.19 05:33:47										
CA	CA	GW	Cacheu	Cacheu	2018.06.19 05:33:47										
CA	CA	IT	Cagliari	Cagliari	2018.06.19 05:33:47										
CA	CA	LU	Capellen	Capellen	2018.06.19 05:33:47										
CA	CA	MD	Cahul	Cahul	2018.06.19 05:33:47										
CA	CA	NA	Zambezi	Zambezi	2018.06.19 05:33:47										
CA	CA	NI	Carazo	Carazo	2018.06.19 05:33:47										
CA	CA	SV	Cabañas	Cabanas	2018.06.19 05:33:47										
CA	CA	US	California	California	2018.06.19 05:33:47										
CA	CA	UY	Canelones	Canelones	2018.06.19 05:33:47										
CAB	CAB	AO	Cabinda	Cabinda	2018.06.19 05:33:47										
CAJ	CAJ	PE	Cajamarca	Cajamarca	2018.06.19 05:33:47										
CAL	CAL	PE	Callao	Callao	2018.06.19 05:33:47										
CAM	CAM	GB	Cambridgeshire	Cambridgeshire	2018.06.19 05:33:47										
CAM	CAM	MX	Campeche	Campeche	2018.06.19 05:33:47										
CAN	CAN	NZ	Canterbury	Canterbury	2018.06.19 05:33:47										
CAY	CAY	GB	Caerphilly	Caerphilly	2018.06.19 05:33:47										
CB	CB	IT	Campobasso	Campobasso	2018.06.19 05:33:47										
CB	CB	TD	Chari-Baguirmi	Chari-Baguirmi	2018.06.19 05:33:47										
CBF	CBF	GB	Central Bedfordshire	Central Bedfordshire	2018.06.19 05:33:47										
CC	CC	MU	St. Brandon Islands	St. Brandon Islands	2018.06.19 05:33:47										
CCG	CCG	GB	Causeway C. & Glens	Causeway C. & Glens	2018.06.19 05:33:47										
CCU	CCU	AO	Kuando Kubango	Cuando Cubango	2018.06.19 05:33:47										
CE	CE	BR	Ceara	Ceará	2018.06.19 05:33:47										
CE	CE	BS	Central Eleuthera	Central Eleuthera	2018.06.19 05:33:47										
CE	CE	BW	Central	Central	2018.06.19 05:33:47										
CE	CE	CM	Centre	Centre	2018.06.19 05:33:47										
CE	CE	HT	Centre	Centre	2018.06.19 05:33:47										
CE	CE	IE	Clare	Clare	2018.06.19 05:33:47										
CE	CE	IT	Caserta	Caserta	2018.06.19 05:33:47										
CF	CF	CV	St Catarina do Fogo	St Catarina do Fogo	2018.06.19 05:33:47										
CGN	CGN	GB	Ceredigion	Ceredigion	2018.06.19 05:33:47										
CH	CH	BW	Chobe	Chobe	2018.06.19 05:33:47										
CH	CH	HN	Choluteca	Choluteca	2018.06.19 05:33:47										
CH	CH	IN	Chandigarh	Chandigarh	2018.06.19 05:33:47										
CH	CH	IT	Chieti	Chieti	2018.06.19 05:33:47										
CH	CH	LA	Champasak	Champasak	2018.06.19 05:33:47										
CH	CH	SV	Chalatenango	Chalatenango	2018.06.19 05:33:47										
CHA	CHA	TT	Chaguanas	Chaguanas	2018.06.19 05:33:47										
CHA	CHA	TW	Changhua	Changhua	2018.06.19 05:33:47										
CHE	CHE	GB	Cheshire East	Cheshire East	2018.06.19 05:33:47										
CHH	CHH	MX	Chihuahua	Chihuahua	2018.06.19 05:33:47										
CHP	CHP	MX	Chiapas	Chiapas	2018.06.19 05:33:47										
CHW	CHW	GB	W Cheshire & Chester	W Cheshire & Chester	2018.06.19 05:33:47										
CI	CI	BI	Cibitoke	Cibitoke	2018.06.19 05:33:47										
CI	CI	BS	Cat Island	Cat Island	2018.06.19 05:33:47										
CI	CI	IT	Carbonia-Iglesias	Carbonia-Iglesias	2018.06.19 05:33:47										
CI	CI	NI	Chinandega	Chinandega	2018.06.19 05:33:47										
CIT	CIT	NZ	Chatham Islands	 Chatham-Inseln	2018.06.19 05:33:47										
CJ	CJ	RO	Cluj	Cluj	2018.06.19 05:33:47										
CK	CK	BS	Crooked Isl.& L. Cay	Crooked Isl.& L. Cay	2018.06.19 05:33:47										
CL	CL	HN	Colón	Colon	2018.06.19 05:33:47										
CL	CL	IT	Caltanisetta	Caltanisetta	2018.06.19 05:33:47										
CL	CL	LU	Clerf	Clerf	2018.06.19 05:33:47										
CL	CL	MD	Călăraşi	Calarasi	2018.06.19 05:33:47										
CL	CL	RO	Calarasi	Calarasi	2018.06.19 05:33:47										
CL	CL	UY	Cerro Largo	Cerro Largo	2018.06.19 05:33:47										
CLD	CLD	GB	Calderdale	Calderdale	2018.06.19 05:33:47										
CLK	CLK	GB	Clackmannanshire	Clackmannanshire	2018.06.19 05:33:47										
CM	CM	CI	Comoé	Comoe	2018.06.19 05:33:47										
CM	CM	GT	Chimaltenango	Chimaltenango	2018.06.19 05:33:47										
CM	CM	HN	Comayagua	Comayagua	2018.06.19 05:33:47										
CM	CM	LR	Grand Cape Mount	Grand Cape Mount Cty	2018.06.19 05:33:47										
CM	CM	MD	Cimişlia	Cimislia	2018.06.19 05:33:47										
CM	CM	SR	Commewijne	Commewijne	2018.06.19 05:33:47										
CMA	CMA	GB	Cumbria	Cumbria	2018.06.19 05:33:47										
CMD	CMD	GB	Camden	Camden	2018.06.19 05:33:47										
CMN	CMN	GB	Carmarthenshire	Carmarthenshire	2018.06.19 05:33:47										
CMX	CMX	MX	Ciudad de Mexico	Mexiko-Stadt	2018.06.19 05:33:47										
CN	CN	IE	Cavan	Cavan	2018.06.19 05:33:47										
CN	CN	IT	Cuneo	Cuneo	2018.06.19 05:33:47										
CNN	CNN	AO	Cunene	Cunene	2018.06.19 05:33:47										
CNO	CNO	AO	Kwanza Norte	Cuanza Norte	2018.06.19 05:33:47										
CO	CO	BJ	Collines	Collines	2018.06.19 05:33:47										
CO	CO	BS	Central Abaco	Central Abaco	2018.06.19 05:33:47										
CO	CO	CL	Coquimbo	Coquimbo	2018.06.19 05:33:47										
CO	CO	IE	Cork	Cork	2018.06.19 05:33:47										
CO	CO	IT	Como	Como	2018.06.19 05:33:47										
CO	CO	NI	Chontales	Chontales	2018.06.19 05:33:47										
CO	CO	TL	Cova Lima	Cova Lima	2018.06.19 05:33:47										
CO	CO	US	Colorado	Colorado	2018.06.19 05:33:47										
CO	CO	UY	Colonia	Colonia	2018.06.19 05:33:47										
COA	COA	MX	Coahuila	Coahuila	2018.06.19 05:33:47										
COL	COL	MX	Colima	Colima	2018.06.19 05:33:47										
COM	COM	BF	Comoé	Comoe	2018.06.19 05:33:47										
CON	CON	GB	Cornwall	Cornwall	2018.06.19 05:33:47										
COV	COV	GB	Coventry	Coventry	2018.06.19 05:33:47										
CP	CP	GH	Central	Central	2018.06.19 05:33:47										
CP	CP	HN	Copán	Copan	2018.06.19 05:33:47										
CPK	CPK	PG	Chimbu	Chimbu	2018.06.19 05:33:47										
CPM	CPM	PG	Central	Central	2018.06.19 05:33:47										
CQ	CQ	CN	Chongqing	Chongqing	2018.06.19 05:33:47										
CQ	CQ	GT	Chiquimula	Chiquimula	2018.06.19 05:33:47										
CR	CR	CV	Santa Cruz	Santa Cruz	2018.06.19 05:33:47										
CR	CR	HN	Cortés	Cortes	2018.06.19 05:33:47										
CR	CR	IT	Cremona	Cremona	2018.06.19 05:33:47										
CR	CR	MD	Criuleni	Criuleni	2018.06.19 05:33:47										
CR	CR	NG	Cross River	Cross River	2018.06.19 05:33:47										
CR	CR	SR	Coronie	Coronie	2018.06.19 05:33:47										
CRF	CRF	GB	Cardiff	Cardiff	2018.06.19 05:33:47										
CRY	CRY	GB	Croydon	Croydon	2018.06.19 05:33:47										
CS	CS	BS	Central Andros	Central Andros	2018.06.19 05:33:47										
CS	CS	GQ	Centro Sur	Centro Sur	2018.06.19 05:33:47										
CS	CS	HU	Csongrad	Csongrad	2018.06.19 05:33:47										
CS	CS	IT	Cosenza	Cosenza	2018.06.19 05:33:47										
CS	CS	MD	Căuşeni	Causeni	2018.06.19 05:33:47										
CS	CS	RO	Caras-Severin	Caras-Severin	2018.06.19 05:33:47										
CT	CT	IN	Chhaattisgarh	Chhaattisgarh	2018.06.19 05:33:47										
CT	CT	IT	Catania	Catania	2018.06.19 05:33:47										
CT	CT	MD	Cantemir	Cantemir	2018.06.19 05:33:47										
CT	CT	RO	Constanta	Constanta	2018.06.19 05:33:47										
CT	CT	US	Connecticut	Connecticut	2018.06.19 05:33:47										
CT	CT	VN	Can Tho	Can Tho	2018.06.19 05:33:47										
CTT	CTT	TT	Couva/Tabaquite/Tal.	Couva/Tabaquite/Tal.	2018.06.19 05:33:47										
CU	CU	GY	Cuyuni-Mazaruni	Cuyuni-Mazaruni	2018.06.19 05:33:47										
CU	CU	MD	Chişinău	Chisinau	2018.06.19 05:33:47										
CU	CU	MU	Curepipe	Curepipe	2018.06.19 05:33:47										
CU	CU	SV	Cuscatlán	Cuscatlan	2018.06.19 05:33:47										
CUS	CUS	AO	Kwanza Sul	Cuanza Sul	2018.06.19 05:33:47										
CUS	CUS	PE	Cuzco	Cusco	2018.06.19 05:33:47										
CV	CV	RO	Covasna	Covasna	2018.06.19 05:33:47										
CW	CW	IE	Carlow	Carlow	2018.06.19 05:33:47										
CWY	CWY	GB	Conwy	Conwy	2018.06.19 05:33:47										
CY	CY	BZ	Cayo	Cayo	2018.06.19 05:33:47										
CYI	CYI	TW	Chiayi	Chiayi	2018.06.19 05:33:47										
CYQ	CYQ	TW	Chiayi	Chiayi	2018.06.19 05:33:47										
CZ	CZ	IT	Catanzaro	Catanzaro	2018.06.19 05:33:47										
CZL	CZL	BZ	Corozal	Corozal	2018.06.19 05:33:47										
D	D	EC	Orellana	Orellana	2018.06.19 05:33:47										
D	D	GN	Kindia	Kindia	2018.06.19 05:33:47										
D	D	GR	Ípeiros	Epirus	2018.06.19 05:33:47										
D	D	IE	Dublin	Dublin	2018.06.19 05:33:47										
D	D	IL	Southern District	Southern District	2018.06.19 05:33:47										
D	D	LS	Berea	Berea	2018.06.19 05:33:47										
D	D	MG	Antisiranana	Antisiranana	2018.06.19 05:33:47										
D	D	SE	Soedermanland County	Södermanlands Län	2018.06.19 05:33:47										
D	D	TM	Daşoguz	Dasoguz	2018.06.19 05:33:47										
D	D	VE	Aragua	Aragua	2018.06.19 05:33:47										
DA	DA	IQ	Dahuk	Dahuk	2018.06.19 05:33:47										
DA	DA	OM	Ad Dakhiliyah	Ad Dakhiliyah	2018.06.19 05:33:47										
DA	DA	QA	Doha	Doha	2018.06.19 05:33:47										
DA	DA	YE	Dhale	Dhale	2018.06.19 05:33:47										
DAL	DAL	GB	Darlington	Darlington	2018.06.19 05:33:47										
DAY	DAY	AF	Daykundi	Daikondi	2018.06.19 05:33:47										
DB	DB	RO	Dimbovita	Dimbovita	2018.06.19 05:33:47										
DB	DB	SN	Diourbel	Diourbel	2018.06.19 05:33:47										
DBY	DBY	GB	Derbyshire	Derbyshire	2018.06.19 05:33:47										
DC	DC	SD	Central Darfur	Zentral-Darfur	2018.06.19 05:33:47										
DC	DC	US	District of Columbia	District of Columbia	2018.06.19 05:33:47										
DD	DD	ET	Dire Dawa	Dire Dawa	2018.06.19 05:33:47										
DD	DD	IN	Daman and Diu	Daman und Diu	2018.06.19 05:33:47										
DE	DE	GY	Demerara-Mahaica	Demerara-Mahaica	2018.06.19 05:33:47										
DE	DE	HU	Debrecen	Debrecen	2018.06.19 05:33:47										
DE	DE	NG	Delta	Delta	2018.06.19 05:33:47										
DE	DE	SD	East Darfur	Ost-Darfur	2018.06.19 05:33:47										
DE	DE	US	Delaware	Delaware	2018.06.19 05:33:47										
DEB	DEB	PS	Deir El Balah	Deir El Balah	2018.06.19 05:33:47										
DEN	DEN	GB	Denbighshire	Denbighshire	2018.06.19 05:33:47										
DER	DER	GB	Derby	Derby	2018.06.19 05:33:47										
DEV	DEV	GB	Devon	Devon	2018.06.19 05:33:47										
DF	DF	BR	Brasilia	Brasília	2018.06.19 05:33:47										
DGV	DGV	LV	Daugavpils	Daugavpils	2018.06.19 05:33:47										
DGY	DGY	GB	Dumfries & Galloway	Dumfries & Galloway	2018.06.19 05:33:47										
DH	DH	YE	Dhamar	Dhamar	2018.06.19 05:33:47										
DI	DI	DJ	Dikhil	Dikhil	2018.06.19 05:33:47										
DI	DI	IQ	Diyala	Diyala	2018.06.19 05:33:47										
DI	DI	LU	Diekirch	Diekirch	2018.06.19 05:33:47										
DI	DI	SY	Damascus	Damaskus	2018.06.19 05:33:47										
DI	DI	TL	Dili	Dili	2018.06.19 05:33:47										
DJ	DJ	DJ	Djibouti	Dschibuti	2018.06.19 05:33:47										
DJ	DJ	RO	Dolj	Dolj	2018.06.19 05:33:47										
DK	DK	EG	Dakahlia	Dakahlija	2018.06.19 05:33:47										
DK	DK	ER	Southern Red Sea	Debubawi Kayih Bahri	2018.06.19 05:33:47										
DK	DK	SN	Dakar	Dakar	2018.06.19 05:33:47										
DL	DL	IE	Donegal	Donegal	2018.06.19 05:33:47										
DL	DL	IN	Delhi	Delhi	2018.06.19 05:33:47										
DMN	DMN	TT	Diego Martin	Diego Martin	2018.06.19 05:33:47										
DN	DN	CI	Denguélé	Denguele	2018.06.19 05:33:47										
DN	DN	IN	Dadra and Nagar Hav.	Dadra und Nagar Hav.	2018.06.19 05:33:47										
DN	DN	SD	North Darfur	Nord-Darfur	2018.06.19 05:33:47										
DN	DN	VN	Da Nang	Da Nang	2018.06.19 05:33:47										
DNC	DNC	GB	Doncaster	Doncaster	2018.06.19 05:33:47										
DND	DND	GB	Dundee City	Dundee City	2018.06.19 05:33:47										
DO	DO	BJ	Donga	Donga	2018.06.19 05:33:47										
DO	DO	MD	Donduşeni	Donduseni	2018.06.19 05:33:47										
DOR	DOR	GB	Dorset	Dorset	2018.06.19 05:33:47										
DQ	DQ	IQ	Dhi Qar	Dhi Qar	2018.06.19 05:33:47										
DR	DR	LY	Darnah	Darnah	2018.06.19 05:33:47										
DR	DR	MD	Drochia	Drochia	2018.06.19 05:33:47										
DR	DR	NL	Drenthe	Drenthe	2018.06.19 05:33:47										
DR	DR	SY	Dar'a	Dar'a	2018.06.19 05:33:47										
DRS	DRS	GB	Derry & Strabane	Derry & Strabane	2018.06.19 05:33:47										
DS	DS	SD	South Darfur	Süd-Darfur	2018.06.19 05:33:47										
DT	DT	EG	Damietta	Damiette	2018.06.19 05:33:47										
DU	DU	AE	Dubai	Dubai	2018.06.19 05:33:47										
DU	DU	ER	Debub	Debub	2018.06.19 05:33:47										
DU	DU	HU	Dunaujvaros	Dunaujvaros	2018.06.19 05:33:47										
DU	DU	MD	Dubăsari	Dubasari	2018.06.19 05:33:47										
DU	DU	TJ	Dushanbe	Duschanbe	2018.06.19 05:33:47										
DU	DU	UY	Durazno	Durazno	2018.06.19 05:33:47										
DUD	DUD	GB	Dudley	Dudley	2018.06.19 05:33:47										
DUR	DUR	GB	Durham, County	Durham, County	2018.06.19 05:33:47										
DUR	DUR	MX	Durango	Durango	2018.06.19 05:33:47										
DW	DW	SD	West Darfur	West-Darfur	2018.06.19 05:33:47										
DY	DY	SY	Dair az-Zaur	Dair az-Zaur	2018.06.19 05:33:47										
E	E	EC	Esmeraldas	Esmeraldas	2018.06.19 05:33:47										
E	E	FJ	Eastern	Eastern	2018.06.19 05:33:47										
E	E	GR	Thessalía	Thessalien	2018.06.19 05:33:47										
