LEGACY_REGION	REGION	COUNTRY	REGION_TXT_GBL	REGION_TXT_LCL	DI_TIMESTAMP										
19	19	ES	Guadalajara	Guadalajara	2018.06.19 05:33:47										
19	19	FI	Finland Proper	Varsinais-Suomi	2018.06.19 05:33:47										
19	19	FR	Correze	Correze	2018.06.19 05:33:47										
19	19	HR	Dubrovacko-neretvans	Dubrovacko-neretvans	2018.06.19 05:33:47										
19	19	IR	Gilan	Gilan	2018.06.19 05:33:47										
19	19	JP	Yamanashi	Yamanashi	2018.06.19 05:33:47										
19	19	KE	Kwale	Kwale	2018.06.19 05:33:47										
19	19	KH	Stueng Traeng	Stueng Traeng	2018.06.19 05:33:47										
19	19	ME	Tivat	Tivat	2018.06.19 05:33:47										
19	19	MT	Iklin	Iklin	2018.06.19 05:33:47										
19	19	NO	Troms	Troms	2018.06.19 05:33:47										
19	19	PY	Boquerón	Boqueron	2018.06.19 05:33:47										
19	19	RS	Rasinski district	Distr. Rasinski	2018.06.19 05:33:47										
19	19	RU	Chakassky Republic	Republik Chakassien	2018.06.19 05:33:47										
19	19	TH	Saraburi	Saraburi	2018.06.19 05:33:47										
19	19	TR	Corum	Corum	2018.06.19 05:33:47										
19	19	TZ	Pwani	Pwani	2018.06.19 05:33:47										
190	190	SI	Zalec	Zalec	2018.06.19 05:33:47										
191	191	SI	Zetale	Zetale	2018.06.19 05:33:47										
192	192	SI	Zirovnica	Zirovnica	2018.06.19 05:33:47										
193	193	SI	Zuzemberk	Zuzemberk	2018.06.19 05:33:47										
194	194	SI	Smartno pri Litiji	Smartno pri Litiji	2018.06.19 05:33:47										
195	195	SI	Apace	Apace	2018.06.19 05:33:47										
196	196	SI	Cirkulane	Cirkulane	2018.06.19 05:33:47										
197	197	SI	Kosanjevica na Krki	Kosanjevica na Krki	2018.06.19 05:33:47										
198	198	SI	Makole	Makole	2018.06.19 05:33:47										
199	199	SI	Mokronog–Trebelno	Mokronog-Trebelno	2018.06.19 05:33:47										
2	2	AT	Carinthia	Kärnten	2018.06.19 05:33:47										
2	2	CG	Lékoumou	Lekoumou	2018.06.19 05:33:47										
2	2	GA	Haut-Ogooué	Haut-Ogooue	2018.06.19 05:33:47										
2	2	IS	Southern Peninsula	Südliche Halbinsel	2018.06.19 05:33:47										
2	2	KH	Baat Dambang	Baat Dambang	2018.06.19 05:33:47										
2	2	ML	Koulikoro	Koulikoro	2018.06.19 05:33:47										
2	2	NE	Diffa	Diffa	2018.06.19 05:33:47										
2	2	PA	Coclé	Cocle	2018.06.19 05:33:47										
2	2	PY	San Pedro	San Pedro	2018.06.19 05:33:47										
20	20	AR	Neuquen	Neuquen	2018.06.19 05:33:47										
20	20	BD	Habiganj	Habiganj	2018.06.19 05:33:47										
20	20	BG	Sliven	Sliwen	2018.06.19 05:33:47										
20	20	CO	CESAR	CESAR	2018.06.19 05:33:47										
20	20	CZ	Stredocesky	Mittelböhm. Region	2018.06.19 05:33:47										
20	20	DO	Samaná	Samana	2018.06.19 05:33:47										
20	20	DZ	Saida	Saida	2018.06.19 05:33:47										
20	20	ES	Guipuzcoa	Guipúzcoa	2018.06.19 05:33:47										
20	20	HR	Medjimurska	Medjimurska	2018.06.19 05:33:47										
20	20	IR	Lorestan	Lorestan	2018.06.19 05:33:47										
20	20	JP	Nagano	Nagano	2018.06.19 05:33:47										
20	20	KE	Laikipia	Laikipia	2018.06.19 05:33:47										
20	20	KH	Svaay Rieng	Svay Rieng	2018.06.19 05:33:47										
20	20	ME	Ulcinj	Ulcinj	2018.06.19 05:33:47										
20	20	MT	Isla	Isla	2018.06.19 05:33:47										
20	20	NO	Finnmark	Finnmark	2018.06.19 05:33:47										
20	20	PL	Podlaskie	Podlachien	2018.06.19 05:33:47										
20	20	PT	Baixo Vouga	Baixo Vouga	2018.06.19 05:33:47										
20	20	RS	Nišavski district	Distr. Nisavski	2018.06.19 05:33:47										
20	20	RU	Chechenskaya Republ.	Rep. Tschetschenien	2018.06.19 05:33:47										
20	20	TH	Chon Buri	Chon Buri	2018.06.19 05:33:47										
20	20	TR	Denizli	Denizli	2018.06.19 05:33:47										
20	20	TZ	Rukwa	Rukwa	2018.06.19 05:33:47										
20	20	VN	Thái Bình	Thai Binh	2018.06.19 05:33:47										
200	200	SI	Poljcane	Poljcane	2018.06.19 05:33:47										
201	201	SI	Rence-Vogrsko	Rence-Vogrsko	2018.06.19 05:33:47										
201	201	SK	Dunajska Streda	Dunajska Streda	2018.06.19 05:33:47										
202	202	SI	Sredisce ob Dravi	Sredisce ob Dravi	2018.06.19 05:33:47										
202	202	SK	Galanta	Galanta	2018.06.19 05:33:47										
203	203	SI	Straza	Straza	2018.06.19 05:33:47										
203	203	SK	Hlohovec	Hlohovec	2018.06.19 05:33:47										
204	204	SI	Sveta Tr. v Slov. G.	Sveta Tr. v Slov. G.	2018.06.19 05:33:47										
204	204	SK	Piestany	Piestany	2018.06.19 05:33:47										
205	205	SI	Sveti Tomaz	Sveti Tomaz	2018.06.19 05:33:47										
205	205	SK	Senica	Senica	2018.06.19 05:33:47										
206	206	SI	SmarjeSke Toplice	SmarjeSke Toplice	2018.06.19 05:33:47										
206	206	SK	Skalica	Skalica	2018.06.19 05:33:47										
207	207	SI	Gorje	Gorje	2018.06.19 05:33:47										
207	207	SK	Trnava	Trnava	2018.06.19 05:33:47										
208	208	SI	Log-Dragomer	Log-Dragomer	2018.06.19 05:33:47										
209	209	SI	Recica ob Savinji	Recica ob Savinji	2018.06.19 05:33:47										
21	21	AR	La Pampa	La Pampa	2018.06.19 05:33:47										
21	21	BD	Jamalpur	Jamalpur	2018.06.19 05:33:47										
21	21	BG	Smolyan	Smoljan	2018.06.19 05:33:47										
21	21	BT	Tsirang	Tsirang	2018.06.19 05:33:47										
21	21	DO	San Cristóbal	San Cristobal	2018.06.19 05:33:47										
21	21	DZ	Skikda	Skikda	2018.06.19 05:33:47										
21	21	ES	Huelva	Huelva	2018.06.19 05:33:47										
21	21	FR	Cote-d'Or	Côte-d'Or	2018.06.19 05:33:47										
21	21	HR	Zagreb	Stadt Zagreb 	2018.06.19 05:33:47										
21	21	IR	Mazandaran	Mazandaran	2018.06.19 05:33:47										
21	21	JP	Gifu	Gifu	2018.06.19 05:33:47										
21	21	KE	Lamu	Lamu	2018.06.19 05:33:47										
21	21	KH	Taakaev	Taakaev	2018.06.19 05:33:47										
21	21	LK	Kandy	Kandy	2018.06.19 05:33:47										
21	21	ME	Žabljak	Zabljak	2018.06.19 05:33:47										
21	21	MT	Kalkara	Kalkara	2018.06.19 05:33:47										
21	21	NO	Svalbard	Svalbard	2018.06.19 05:33:47										
21	21	PT	Baixo Mondego	Baixo Mondego	2018.06.19 05:33:47										
21	21	RS	Toplički district	Distr. Toplicki	2018.06.19 05:33:47										
21	21	RU	Chuvash Republic	Repub. Tschuwaschien	2018.06.19 05:33:47										
21	21	TH	Rayong	Rayong	2018.06.19 05:33:47										
21	21	TN	Nabeul	Nabeul	2018.06.19 05:33:47										
21	21	TR	Diyarbakir	Diyarbakir	2018.06.19 05:33:47										
21	21	TZ	Ruvuma	Ruvuma	2018.06.19 05:33:47										
21	21	UA	Zakarpats'ka	Transkarpatien	2018.06.19 05:33:47										
21	21	VN	Thanh Hóa	Thanh Hoa	2018.06.19 05:33:47										
210	210	SI	Sveti Ju. v Slov. G.	Sveti Ju. v Slov. G.	2018.06.19 05:33:47										
211	211	SI	Sentrupert	Sentrupert	2018.06.19 05:33:47										
212	212	SI	Mina	Mina	2018.06.19 05:33:47										
213	213	SI	Ancarano	Ancarano	2018.06.19 05:33:47										
22	22	AR	Rio Negro	Rio Negro	2018.06.19 05:33:47										
22	22	BD	Jessore	Jessore	2018.06.19 05:33:47										
22	22	BG	Sofia-Grad	Sofia-Grad	2018.06.19 05:33:47										
22	22	BT	Dagana	Dagana	2018.06.19 05:33:47										
22	22	DO	San Juan	San Juan	2018.06.19 05:33:47										
22	22	DZ	Sidi Bel Abbès	Sidi Bel Abbes	2018.06.19 05:33:47										
22	22	ES	Huesca	Huesca	2018.06.19 05:33:47										
22	22	FR	Cotes-d'Armor	Côtes-d'Armor	2018.06.19 05:33:47										
22	22	IR	Markazi	Markazi	2018.06.19 05:33:47										
22	22	JP	Shizuoka	Shizuoka	2018.06.19 05:33:47										
22	22	KE	Machakos	Machakos	2018.06.19 05:33:47										
22	22	KH	Otdar Mean Chey	Oddar Meanchey	2018.06.19 05:33:47										
22	22	LK	Matale	Matale	2018.06.19 05:33:47										
22	22	ME	Gusinje	Gusinje	2018.06.19 05:33:47										
22	22	MT	Kerċem	Kercem	2018.06.19 05:33:47										
22	22	NO	Jan Mayen	Jan Mayen	2018.06.19 05:33:47										
22	22	PL	Pomorskie	Pommern	2018.06.19 05:33:47										
22	22	PT	Pinhal Litoral	Pinhal Litoral	2018.06.19 05:33:47										
22	22	RS	Pirotski district	Distr. Pirotski	2018.06.19 05:33:47										
22	22	RU	Altay Territory	Region Altai	2018.06.19 05:33:47										
22	22	TH	Chanthaburi	Chanthaburi	2018.06.19 05:33:47										
22	22	TN	Zaghouan	Zaghouan	2018.06.19 05:33:47										
22	22	TR	Edirne	Edirne	2018.06.19 05:33:47										
22	22	TZ	Shinyanga	Shinyanga	2018.06.19 05:33:47										
22	22	VN	Nghệ An	Nghe An	2018.06.19 05:33:47										
23	23	AR	Santa Cruz	Santa Cruz	2018.06.19 05:33:47										
23	23	BD	Jhenaidah	Jhenaidah	2018.06.19 05:33:47										
23	23	BG	Sofia	Sofia	2018.06.19 05:33:47										
23	23	BT	Punakha	Punakha	2018.06.19 05:33:47										
23	23	CO	CORDOBA	CORDOBA	2018.06.19 05:33:47										
23	23	DO	San Pedro de Macorís	San Pedro de Macoris	2018.06.19 05:33:47										
23	23	DZ	Annaba	Annaba	2018.06.19 05:33:47										
23	23	ES	Jaen	Jaén	2018.06.19 05:33:47										
23	23	FR	Creuse	Creuse	2018.06.19 05:33:47										
23	23	IR	Hormozgan	Hormozgan	2018.06.19 05:33:47										
23	23	JP	Aichi	Aichi	2018.06.19 05:33:47										
23	23	KE	Makueni	Makueni	2018.06.19 05:33:47										
23	23	KH	Krong Kaeb	Krong Kaeb (Kep)	2018.06.19 05:33:47										
23	23	LK	Nuwara Eliya	Nuwara Eliya	2018.06.19 05:33:47										
23	23	ME	Petnjica	Petnjica	2018.06.19 05:33:47										
23	23	MT	Kirkop	Kirkop	2018.06.19 05:33:47										
23	23	PT	Pinhal Interior N.	Pinhal Interior N.	2018.06.19 05:33:47										
23	23	RS	Jablanički district	Distr. Jablanicki	2018.06.19 05:33:47										
23	23	RU	Krasnodar Territory	Region Krasnodar	2018.06.19 05:33:47										
23	23	TH	Trat	Trat	2018.06.19 05:33:47										
23	23	TN	Bizerte	Bizerte	2018.06.19 05:33:47										
23	23	TR	Elazig	Elazig	2018.06.19 05:33:47										
23	23	TZ	Singida	Singida	2018.06.19 05:33:47										
23	23	UA	Zaporiz'ka	Saporischschja	2018.06.19 05:33:47										
23	23	VN	Hà Tĩnh	Ha Tinh	2018.06.19 05:33:47										
24	24	AR	Tierra del Fuego	Tierra del Fuego	2018.06.19 05:33:47										
24	24	BD	Joypurhat	Joypurhat	2018.06.19 05:33:47										
24	24	BG	Stara Zagora	Stara Sagora	2018.06.19 05:33:47										
24	24	BT	Wangdue Phodrang	Wangdue Phodrang	2018.06.19 05:33:47										
24	24	DO	Sánchez Ramírez	Sanchez Ramirez	2018.06.19 05:33:47										
24	24	DZ	Guelma	Guelma	2018.06.19 05:33:47										
24	24	ES	Leon	León	2018.06.19 05:33:47										
24	24	FR	Dordogne	Dordogne	2018.06.19 05:33:47										
24	24	IR	Hamadan	Hamadan	2018.06.19 05:33:47										
24	24	JP	Mie	Mie	2018.06.19 05:33:47										
24	24	KE	Mandera	Mandera	2018.06.19 05:33:47										
24	24	KH	Krong Pailin	Krong Pailin	2018.06.19 05:33:47										
24	24	MT	Lija	Lija	2018.06.19 05:33:47										
24	24	PL	Slaskie	Schlesien	2018.06.19 05:33:47										
24	24	PT	Pinhal Interior Sul	Pinhal Interior Sul	2018.06.19 05:33:47										
24	24	RS	Pčinjski district	Distr. Pcinjski	2018.06.19 05:33:47										
24	24	RU	Krasnoyarsk Territor	Region Krasnojarsk	2018.06.19 05:33:47										
24	24	TH	Chachoengsao	Chachoengsao	2018.06.19 05:33:47										
24	24	TR	Erzincan	Erzincan	2018.06.19 05:33:47										
24	24	TZ	Tabora	Tabora	2018.06.19 05:33:47										
24	24	VN	Quảng Bình	Quang Binh	2018.06.19 05:33:47										
25	25	BD	Jhalakathi	Jhalakathi	2018.06.19 05:33:47										
25	25	BG	Targovishte	Targowischte	2018.06.19 05:33:47										
25	25	CO	CUNDINAMARCA	CUNDINAMARCA	2018.06.19 05:33:47										
25	25	DO	Santiago	Santiago	2018.06.19 05:33:47										
25	25	DZ	Constantine	Constantine	2018.06.19 05:33:47										
25	25	ES	Lerida	Lérida	2018.06.19 05:33:47										
25	25	FR	Doubs	Doubs	2018.06.19 05:33:47										
25	25	IR	Yazd	Yazd	2018.06.19 05:33:47										
25	25	JP	Shiga	Shiga	2018.06.19 05:33:47										
25	25	KE	Marsabit	Marsabit	2018.06.19 05:33:47										
25	25	KH	Tbong Khmum	Tbong Khmum	2018.06.19 05:33:47										
25	25	MT	Luqa	Luqa	2018.06.19 05:33:47										
25	25	PT	Dao-Lafoes	Dão-Lafoes	2018.06.19 05:33:47										
25	25	RS	Kosovski district	Distr. Kosovski	2018.06.19 05:33:47										
25	25	RU	Primorye Territory	Region Primorje	2018.06.19 05:33:47										
25	25	TH	Prachin Buri	Prachin Buri	2018.06.19 05:33:47										
25	25	TR	Erzurum	Erzurum	2018.06.19 05:33:47										
25	25	TZ	Tanga	Tanga	2018.06.19 05:33:47										
25	25	VN	Quảng Trị	Quang Tri	2018.06.19 05:33:47										
26	26	BD	Kishoreganj	Kishoreganj	2018.06.19 05:33:47										
26	26	BG	Haskovo	Chaskowo	2018.06.19 05:33:47										
26	26	DO	Santiago Rodríguez	Santiago Rodriguez	2018.06.19 05:33:47										
26	26	DZ	Medea	Medea	2018.06.19 05:33:47										
26	26	ES	La Rioja	La Rioja	2018.06.19 05:33:47										
26	26	FR	Drome	Drôme	2018.06.19 05:33:47										
26	26	IR	Qom	Qom	2018.06.19 05:33:47										
26	26	JP	Kyoto	Kyoto	2018.06.19 05:33:47										
26	26	KE	Meru	Meru	2018.06.19 05:33:47										
26	26	KR	Busan	Busan	2018.06.19 05:33:47										
26	26	MT	Marsa	Marsa	2018.06.19 05:33:47										
26	26	PL	Swietokrzyskie	Heiligkreuz	2018.06.19 05:33:47										
26	26	PT	Serra da Estrela	Serra da Estrela	2018.06.19 05:33:47										
26	26	RS	Pećki district	Distr. Pecki	2018.06.19 05:33:47										
26	26	RU	Stavropol Territory	Region Stawropol	2018.06.19 05:33:47										
26	26	TH	Nakhon Nayok	Nakhon Nayok	2018.06.19 05:33:47										
26	26	TR	Eskisehir	Eskisehir	2018.06.19 05:33:47										
26	26	TZ	Manyara	Manyara	2018.06.19 05:33:47										
26	26	UA	Ivano-Frankivs'ka	Iwano-Frankiwsk	2018.06.19 05:33:47										
26	26	VN	Thừa Thiên-Huế	Thua Thien-Hue	2018.06.19 05:33:47										
27	27	BD	Khulna	Khulna	2018.06.19 05:33:47										
27	27	BG	Shumen	Schumen	2018.06.19 05:33:47										
27	27	CO	CHOCO	CHOCO	2018.06.19 05:33:47										
27	27	DO	Valverde	Valverde	2018.06.19 05:33:47										
27	27	DZ	Mostaganem	Mostaganem	2018.06.19 05:33:47										
27	27	ES	Lugo	Lugo	2018.06.19 05:33:47										
27	27	FR	Eure	Eure	2018.06.19 05:33:47										
27	27	IR	Golestān	Golestan	2018.06.19 05:33:47										
27	27	JP	Osaka	Osaka	2018.06.19 05:33:47										
27	27	KE	Migori	Migori	2018.06.19 05:33:47										
27	27	KR	Daegu	Daegu	2018.06.19 05:33:47										
27	27	MT	Marsaskala	Marsaskala	2018.06.19 05:33:47										
27	27	PT	Beira Interior Norte	Beira Interior Norte	2018.06.19 05:33:47										
27	27	RS	Prizrenski district	Distr. Prizrenski	2018.06.19 05:33:47										
27	27	RU	Khabarovsk Territory	Region Chabarowsk	2018.06.19 05:33:47										
27	27	TH	Sa Kaeo	Sa Kaeo	2018.06.19 05:33:47										
27	27	TR	Gaziantep	Gaziantep	2018.06.19 05:33:47										
27	27	TZ	Geita	Geita	2018.06.19 05:33:47										
27	27	VN	Quảng Nam	Quang Nam	2018.06.19 05:33:47										
28	28	BD	Kurigram	Kurigram	2018.06.19 05:33:47										
28	28	BG	Yambol	Jambol	2018.06.19 05:33:47										
28	28	DO	Monseñor Nouel	Monsenor Nouel	2018.06.19 05:33:47										
28	28	DZ	M'Sila	M'Sila	2018.06.19 05:33:47										
28	28	ES	Madrid	Madrid	2018.06.19 05:33:47										
28	28	FR	Eure-et-Loir	Eure-et-Loir	2018.06.19 05:33:47										
28	28	IR	Qazvin	Qazvin	2018.06.19 05:33:47										
28	28	JP	Hyogo	Hyogo	2018.06.19 05:33:47										
28	28	KE	Mombasa	Mombasa	2018.06.19 05:33:47										
28	28	KR	Incheon	Incheon	2018.06.19 05:33:47										
28	28	MT	Marsaxlokk	Marsaxlokk	2018.06.19 05:33:47										
28	28	PL	Warminsko-mazurskie	Ermland-Masuren	2018.06.19 05:33:47										
28	28	PT	Beira Interior Sul	Beira Interior Sul	2018.06.19 05:33:47										
28	28	RS	Kosovsko-Mitrovački	Kosovsko-Mitrovacki	2018.06.19 05:33:47										
28	28	RU	The Amur Area	Region Amur	2018.06.19 05:33:47										
28	28	TR	Giresun	Giresun	2018.06.19 05:33:47										
28	28	TZ	Katavi	Katavi	2018.06.19 05:33:47										
28	28	VN	Kon Tum	Kon Tum	2018.06.19 05:33:47										
29	29	BD	Khagrachhari	Khagrachhari	2018.06.19 05:33:47										
29	29	DO	Monte Plata	Monte Plata	2018.06.19 05:33:47										
29	29	DZ	Muaskar	Muaskar	2018.06.19 05:33:47										
29	29	ES	Malaga	Málaga	2018.06.19 05:33:47										
29	29	FR	Finistere	Finistere	2018.06.19 05:33:47										
29	29	IR	South Khorasan	Süd-Chorasan	2018.06.19 05:33:47										
29	29	JP	Nara	Nara	2018.06.19 05:33:47										
29	29	KE	Murang'a	Murang'a	2018.06.19 05:33:47										
29	29	KR	Gwangju	Gwangju	2018.06.19 05:33:47										
29	29	MT	Mdina	Mdina	2018.06.19 05:33:47										
29	29	PT	Cova da Beira	Cova da Beira	2018.06.19 05:33:47										
29	29	RS	Kosovsko-Pomoravski	Kosovsko-Pomoravski	2018.06.19 05:33:47										
29	29	RU	The Arkhangelsk Area	Region Archangelsk	2018.06.19 05:33:47										
29	29	TR	Guemueshane	Gümüshane	2018.06.19 05:33:47										
29	29	TZ	Njombe	Njombe	2018.06.19 05:33:47										
29	29	VN	Quảng Ngãi	Quang Ngai	2018.06.19 05:33:47										
2A	2A	FR	Corse-du-Sud	Corse-du-Sud	2018.06.19 05:33:47										
2B	2B	FR	Corse-du-Nord	Corse-du-Nord	2018.06.19 05:33:47										
3	3	AT	Lower Austria	Niederösterreich	2018.06.19 05:33:47										
3	3	GA	Moyen-Ogooué	Moyen-Ogooue	2018.06.19 05:33:47										
3	3	IS	Western (Vesturland)	Westen (Vesturland)	2018.06.19 05:33:47										
3	3	KH	Kampong Chaam	Kampong Chaam	2018.06.19 05:33:47										
3	3	ML	Sikasso	Sikasso	2018.06.19 05:33:47										
3	3	NE	Dosso	Dosso	2018.06.19 05:33:47										
3	3	PA	Colón	Colon	2018.06.19 05:33:47										
3	3	PY	Cordillera	Cordillera	2018.06.19 05:33:47										
30	30	BD	Kushtia	Kushtia	2018.06.19 05:33:47										
30	30	DO	Hato Mayor	Hato Mayor	2018.06.19 05:33:47										
30	30	DZ	Ouargla	Ouargla	2018.06.19 05:33:47										
30	30	ES	Murcia	Murcia	2018.06.19 05:33:47										
30	30	FR	Gard	Gard	2018.06.19 05:33:47										
30	30	IR	Razavi Khorasan	Razavi-Chorasan	2018.06.19 05:33:47										
30	30	JP	Wakayama	Wakayama	2018.06.19 05:33:47										
30	30	KE	Nairobi City	Nairobi City	2018.06.19 05:33:47										
30	30	KR	Daejeon	Daejeon	2018.06.19 05:33:47										
30	30	MT	Mellieħa	Mellieha	2018.06.19 05:33:47										
30	30	PL	Wielkopolskie	Großpolen	2018.06.19 05:33:47										
30	30	PT	Oeste	Oeste	2018.06.19 05:33:47										
30	30	RU	The Astrakhan Area	Region Astrachan	2018.06.19 05:33:47										
30	30	TH	Nakhon Ratchasima	Nakhon Ratchasima	2018.06.19 05:33:47										
30	30	TR	Hakkari	Hakkari	2018.06.19 05:33:47										
30	30	TZ	Simiyu	Simiyu	2018.06.19 05:33:47										
30	30	UA	m.Kiev	Stadt Kiew	2018.06.19 05:33:47										
30	30	VN	Gia Lai	Gia Lai	2018.06.19 05:33:47										
301	301	SK	Banovce nad Bebravou	Banovce nad Bebravou	2018.06.19 05:33:47										
302	302	SK	Ilava	Ilava	2018.06.19 05:33:47										
303	303	SK	Myjava	Myjava	2018.06.19 05:33:47										
304	304	SK	Nove Mesto nad Vahom	Nove Mesto nad Vahom	2018.06.19 05:33:47										
305	305	SK	Partizanske	Partizanske	2018.06.19 05:33:47										
306	306	SK	Povazska Bystrica	Povazska Bystrica	2018.06.19 05:33:47										
307	307	SK	Prievidza	Prievidza	2018.06.19 05:33:47										
308	308	SK	Puchov	Puchov	2018.06.19 05:33:47										
309	309	SK	Trencin	Trencin	2018.06.19 05:33:47										
31	31	BD	Lakshmipur	Lakshmipur	2018.06.19 05:33:47										
31	31	BT	Sarpang	Sarpang	2018.06.19 05:33:47										
31	31	CZ	Jihocesky	Südböhmische Region	2018.06.19 05:33:47										
31	31	DO	San José de Ocoa	San Jose de Ocoa	2018.06.19 05:33:47										
31	31	DZ	Oran	Oran	2018.06.19 05:33:47										
31	31	ES	Navarra	Navarra	2018.06.19 05:33:47										
31	31	FR	Garonne (Haute)	Garonne (Haute)	2018.06.19 05:33:47										
31	31	IR	North Khorasan	Nord-Chorasan	2018.06.19 05:33:47										
31	31	JP	Tottori	Tottori	2018.06.19 05:33:47										
31	31	KE	Nakuru	Nakuru	2018.06.19 05:33:47										
31	31	KR	Ulsan	Ulsan	2018.06.19 05:33:47										
31	31	LK	Galle	Galle	2018.06.19 05:33:47										
31	31	MT	Mġarr	Mgarr	2018.06.19 05:33:47										
31	31	PT	Grande Lisboa	Grande Lisboa	2018.06.19 05:33:47										
31	31	RU	The Belgorod Area	Region Belgorod	2018.06.19 05:33:47										
31	31	TH	Buri Ram	Buri Ram	2018.06.19 05:33:47										
31	31	TN	Béja	Beja	2018.06.19 05:33:47										
31	31	TR	Hatay	Hatay	2018.06.19 05:33:47										
31	31	VN	Bình Định	Binh Dinh	2018.06.19 05:33:47										
32	32	BD	Lalmonirhat	Lalmonirhat	2018.06.19 05:33:47										
32	32	BT	Trongsa	Trongsa	2018.06.19 05:33:47										
32	32	CZ	Plzensky	Pilsener Region	2018.06.19 05:33:47										
32	32	DO	Santo Domingo	Santo Domingo	2018.06.19 05:33:47										
32	32	DZ	El Bayadh	El Bayadh	2018.06.19 05:33:47										
32	32	ES	Orense	Orense	2018.06.19 05:33:47										
32	32	FR	Gers	Gers	2018.06.19 05:33:47										
32	32	IR	Alborz	Alborz	2018.06.19 05:33:47										
32	32	JP	Shimane	Shimane	2018.06.19 05:33:47										
32	32	KE	Nandi	Nandi	2018.06.19 05:33:47										
32	32	LK	Matara	Matara	2018.06.19 05:33:47										
32	32	MT	Mosta	Mosta	2018.06.19 05:33:47										
32	32	PL	Zachodnio-Pomorskie	Westpommern	2018.06.19 05:33:47										
32	32	PT	Peninsula de Setubal	Península de Setúbal	2018.06.19 05:33:47										
32	32	RU	The Bryansk Area	Region Brjansk	2018.06.19 05:33:47										
32	32	TH	Surin	Surin	2018.06.19 05:33:47										
32	32	TN	Jendouba	Jendouba	2018.06.19 05:33:47										
32	32	TR	Isparta	Isparta	2018.06.19 05:33:47										
32	32	UA	Kievs'ka	Kiew	2018.06.19 05:33:47										
32	32	VN	Phú Yên	Phu Yen	2018.06.19 05:33:47										
33	33	BD	Manikganj	Manikganj	2018.06.19 05:33:47										
33	33	BT	Bumthang	Bumthang	2018.06.19 05:33:47										
33	33	DZ	Illizi	Illizi	2018.06.19 05:33:47										
33	33	ES	Asturias	Asturias	2018.06.19 05:33:47										
33	33	FR	Gironde	Gironde	2018.06.19 05:33:47										
33	33	JP	Okayama	Okayama	2018.06.19 05:33:47										
33	33	KE	Narok	Narok	2018.06.19 05:33:47										
33	33	LK	Hambantota	Hambantota	2018.06.19 05:33:47										
33	33	MT	Mqabba	Mqabba	2018.06.19 05:33:47										
33	33	PT	Medio Tejo	Médio Tejo	2018.06.19 05:33:47										
33	33	RU	The Vladimir Area	Region Wladimir	2018.06.19 05:33:47										
33	33	TH	Si Sa Ket	Si Sa Ket	2018.06.19 05:33:47										
33	33	TN	Le Kef	Le Kef	2018.06.19 05:33:47										
33	33	TR	Icel	Icel	2018.06.19 05:33:47										
33	33	VN	Đắk Lắk	Dak Lak	2018.06.19 05:33:47										
34	34	BD	Mymensingh	Maimansingh	2018.06.19 05:33:47										
34	34	BT	Zhemgang	Zhemgang	2018.06.19 05:33:47										
34	34	DZ	Bordj Bou Arreridj	Bordj Bou Arreridj	2018.06.19 05:33:47										
34	34	ES	Palencia	Palencia	2018.06.19 05:33:47										
34	34	FR	Herault	Hérault	2018.06.19 05:33:47										
34	34	JP	Hiroshima	Hiroshima	2018.06.19 05:33:47										
34	34	KE	Nyamira	Nyamira	2018.06.19 05:33:47										
34	34	MT	Msida	Msida	2018.06.19 05:33:47										
34	34	PT	Leziria do Tejo	Lezíria do Tejo	2018.06.19 05:33:47										
34	34	RU	The Volgograd Area	Region Wolgograd	2018.06.19 05:33:47										
34	34	TH	Ubon Ratchathani	Ubon Ratchathani	2018.06.19 05:33:47										
34	34	TN	Siliana	Siliana	2018.06.19 05:33:47										
34	34	TR	Istanbul	Istanbul	2018.06.19 05:33:47										
34	34	VN	Khánh Hòa	Khanh Hoa	2018.06.19 05:33:47										
35	35	BD	Munshiganj	Munshiganj	2018.06.19 05:33:47										
35	35	DZ	Boumerdes	Boumerdes	2018.06.19 05:33:47										
35	35	ES	Las Palmas	Las Palmas	2018.06.19 05:33:47										
35	35	FR	Ille-et-Vilaine	Ille-et-Vilaine	2018.06.19 05:33:47										
35	35	JP	Yamaguchi	Yamaguchi	2018.06.19 05:33:47										
35	35	KE	Nyandarua	Nyandarua	2018.06.19 05:33:47										
35	35	MT	Mtarfa	Mtarfa	2018.06.19 05:33:47										
35	35	RU	The Vologda Area	Region Wologda	2018.06.19 05:33:47										
35	35	TH	Yasothon	Yasothon	2018.06.19 05:33:47										
35	35	TR	Izmir	Izmir	2018.06.19 05:33:47										
35	35	UA	Kirovograds'ka	Kirowohrad	2018.06.19 05:33:47										
35	35	VN	Lâm Ðồng	Lam Dong	2018.06.19 05:33:47										
36	36	BD	Madaripur	Madaripur	2018.06.19 05:33:47										
36	36	DZ	El Tarf	El Tarf	2018.06.19 05:33:47										
36	36	ES	Pontevedra	Pontevedra	2018.06.19 05:33:47										
36	36	FR	Indre	Indre	2018.06.19 05:33:47										
36	36	JP	Tokushima	Tokushima	2018.06.19 05:33:47										
36	36	KE	Nyeri	Nyeri	2018.06.19 05:33:47										
36	36	MT	Munxar	Munxar	2018.06.19 05:33:47										
36	36	RU	The Voronezh Area	Region Woronesch	2018.06.19 05:33:47										
36	36	TH	Chaiyaphum	Chaiyaphum	2018.06.19 05:33:47										
36	36	TR	Kars	Kars	2018.06.19 05:33:47										
